Ticket_ID,Device_ID,Timestamp,Description,Is_Root_Cause
a58c78d6,ONT-01010,2025-12-12 12:42:58,ERROR_Lost 100%,0
0bc66ba9,ONT-01892,2025-12-12 12:42:58,ERROR_Lost 100%,0
d4357afa,ONT-00990,2025-12-12 12:42:59,ERROR_Lost 100%,0
77cd8990,ONT-00386,2025-12-12 12:42:59,ERROR_Lost 100%,0
154836c0,ONT-00283,2025-12-12 12:42:59,ERROR_Lost 100%,0
8112708c,ONT-02214,2025-12-12 12:43:00,ERROR_Lost 100%,0
bf1012ea,ONT-01901,2025-12-12 12:43:00,ERROR_Lost 100%,0
1bb8def1,ONT-01730,2025-12-12 12:43:01,ERROR_Lost 100%,0
e9b69f0f,ONT-01223,2025-12-12 12:43:01,ERROR_Lost 100%,0
f1435f21,ONT-02843,2025-12-12 12:43:02,ERROR_Lost 100%,0
eb665d42,ONT-00621,2025-12-12 12:43:02,ERROR_Lost 100%,0
b813f25b,ONT-01998,2025-12-12 12:43:03,ERROR_Lost 100%,0
b6e354e5,ONT-00070,2025-12-12 12:43:03,ERROR_Lost 100%,0
e37b0ad3,ONT-01929,2025-12-12 12:43:03,ERROR_Lost 100%,0
0605b076,ONT-02980,2025-12-12 12:43:03,ERROR_Lost 100%,0
792cb018,ONT-00512,2025-12-12 12:43:04,ERROR_Lost 100%,0
ad2f584c,ONT-00327,2025-12-12 12:43:04,ERROR_Lost 100%,0
87c9b6d5,ONT-02152,2025-12-12 12:43:04,ERROR_Lost 100%,0
2872e6e6,ONT-01913,2025-12-12 12:43:04,ERROR_Lost 100%,0
9839512c,ONT-01774,2025-12-12 12:43:05,ERROR_Lost 100%,0
0291da6f,ONT-01896,2025-12-12 12:43:05,ERROR_Lost 100%,0
d51b7f45,ONT-01412,2025-12-12 12:43:05,ERROR_Lost 100%,0
1e71bfca,ONT-00903,2025-12-12 12:43:06,ERROR_Lost 100%,0
a3c098dc,ONT-02852,2025-12-12 12:43:06,ERROR_Lost 100%,0
0fa0816f,ONT-02940,2025-12-12 12:43:06,ERROR_Lost 100%,0
efad1399,AGG-016,2025-12-12 12:43:07,Link Down,0
9437434b,ONT-00316,2025-12-12 12:43:07,ERROR_Lost 100%,0
af6d4862,ONT-00437,2025-12-12 12:43:08,ERROR_Lost 100%,0
751e05dc,ONT-01910,2025-12-12 12:43:08,ERROR_Lost 100%,0
c2e0e21e,ONT-01971,2025-12-12 12:43:08,ERROR_Lost 100%,0
a86a8dc5,ONT-01339,2025-12-12 12:43:08,ERROR_Lost 100%,0
8c510f6b,ONT-02801,2025-12-12 12:43:08,ERROR_Lost 100%,0
61107820,ONT-02310,2025-12-12 12:43:08,ERROR_Lost 100%,0
9989d7f5,ONT-01928,2025-12-12 12:43:08,ERROR_Lost 100%,0
e075655a,ONT-02053,2025-12-12 12:43:09,ERROR_Lost 100%,0
8870e921,ONT-00714,2025-12-12 12:43:10,ERROR_Lost 100%,0
0ca2ce5a,ONT-00883,2025-12-12 12:43:10,ERROR_Lost 100%,0
2c64a20e,ONT-00118,2025-12-12 12:43:10,ERROR_Lost 100%,0
648cd67f,ONT-00692,2025-12-12 12:43:10,ERROR_Lost 100%,0
1debb3b3,ONT-00938,2025-12-12 12:43:11,ERROR_Lost 100%,0
8304a509,ONT-01112,2025-12-12 12:43:11,ERROR_Lost 100%,0
88791dac,ONT-02251,2025-12-12 12:43:11,ERROR_Lost 100%,0
35fa6e59,ONT-00837,2025-12-12 12:43:11,ERROR_Lost 100%,0
d36cf872,ONT-02453,2025-12-12 12:43:12,ERROR_Lost 100%,0
41cd50fc,ONT-00151,2025-12-12 12:43:13,ERROR_Lost 100%,0
eaa81714,ONT-02861,2025-12-12 12:43:13,ERROR_Lost 100%,0
70856b69,ONT-02860,2025-12-12 12:43:13,ERROR_Lost 100%,0
1aed6d8c,ONT-01142,2025-12-12 12:43:13,ERROR_Lost 100%,0
7673c517,ONT-00018,2025-12-12 12:43:14,ERROR_Lost 100%,0
1242e948,ONT-02343,2025-12-12 12:43:14,ERROR_Lost 100%,0
598015e0,ONT-01075,2025-12-12 12:43:14,ERROR_Lost 100%,0
962f3201,ONT-00966,2025-12-12 12:43:14,ERROR_Lost 100%,0
0052670e,ONT-01542,2025-12-12 12:43:15,ERROR_Lost 100%,0
e2c11c69,ONT-02019,2025-12-12 12:43:15,ERROR_Lost 100%,0
328b2c2c,ONT-00324,2025-12-12 12:43:16,ERROR_Lost 100%,0
32010988,ONT-00494,2025-12-12 12:43:17,ERROR_Lost 100%,0
d571dd7e,ONT-02928,2025-12-12 12:43:17,ERROR_Lost 100%,0
6778691a,ONT-02057,2025-12-12 12:43:18,ERROR_Lost 100%,0
5b8bff64,ONT-01921,2025-12-12 12:43:18,ERROR_Lost 100%,0
8929f76f,ONT-02041,2025-12-12 12:43:18,ERROR_Lost 100%,0
ff9b095b,ONT-01678,2025-12-12 12:43:19,ERROR_Lost 100%,0
4f2c6a97,ONT-01421,2025-12-12 12:43:20,ERROR_Lost 100%,0
46e8bb32,ONT-00138,2025-12-12 12:43:20,ERROR_Lost 100%,0
ddae7747,ONT-01426,2025-12-12 12:43:20,ERROR_Lost 100%,0
8a059a88,ONT-01135,2025-12-12 12:43:20,ERROR_Lost 100%,0
d8679315,ONT-02520,2025-12-12 12:43:21,ERROR_Lost 100%,0
248db6fe,ONT-00361,2025-12-12 12:43:21,ERROR_Lost 100%,0
e1b8ff48,ONT-00173,2025-12-12 12:43:22,ERROR_Lost 100%,0
5defaccd,ONT-02952,2025-12-12 12:43:22,ERROR_Lost 100%,0
fe2189f7,ONT-00152,2025-12-12 12:43:23,ERROR_Lost 100%,0
f288bbf9,ONT-00024,2025-12-12 12:43:23,ERROR_Lost 100%,0
146ac483,ONT-02713,2025-12-12 12:43:24,ERROR_Lost 100%,0
071505e7,ONT-02085,2025-12-12 12:43:24,ERROR_Lost 100%,0
4cdf238e,ONT-00388,2025-12-12 12:43:25,ERROR_Lost 100%,0
f8f234b1,ONT-00395,2025-12-12 12:43:26,ERROR_Lost 100%,0
8a128cf0,ONT-01214,2025-12-12 12:43:26,ERROR_Lost 100%,0
2952d2b3,ONT-01056,2025-12-12 12:43:26,ERROR_Lost 100%,0
83bf7ad6,ONT-00014,2025-12-12 12:43:26,ERROR_Lost 100%,0
6767013d,ACCESS-0099,2025-12-12 12:43:27,Link Down,0
5ffc10c0,ONT-02326,2025-12-12 12:43:28,ERROR_Lost 100%,0
7cbcc934,ONT-01492,2025-12-12 12:43:28,ERROR_Lost 100%,0
8b7188bb,ONT-02017,2025-12-12 12:43:28,ERROR_Lost 100%,0
2e3725ee,ONT-00463,2025-12-12 12:43:28,ERROR_Lost 100%,0
c65c6f57,ONT-02314,2025-12-12 12:43:29,ERROR_Lost 100%,0
11d3db24,ACCESS-0062,2025-12-12 12:43:29,Link Down,0
1114a80b,ONT-02424,2025-12-12 12:43:30,ERROR_Lost 100%,0
c6ba44ec,ONT-00033,2025-12-12 12:43:30,ERROR_Lost 100%,0
91f8f2e6,ONT-01133,2025-12-12 12:43:30,ERROR_Lost 100%,0
59e00941,ONT-01605,2025-12-12 12:43:31,ERROR_Lost 100%,0
a0f4c99c,ONT-02978,2025-12-12 12:43:32,ERROR_Lost 100%,0
d5f70516,ONT-00742,2025-12-12 12:43:32,ERROR_Lost 100%,0
8bc58a31,ONT-01931,2025-12-12 12:43:32,ERROR_Lost 100%,0
9a9d4c2f,ONT-00708,2025-12-12 12:43:33,ERROR_Lost 100%,0
22201c50,ONT-02957,2025-12-12 12:43:33,ERROR_Lost 100%,0
8560998f,ONT-00355,2025-12-12 12:43:33,ERROR_Lost 100%,0
987a5306,ONT-02407,2025-12-12 12:43:34,ERROR_Lost 100%,0
1f4a5e5a,ONT-02649,2025-12-12 12:43:34,ERROR_Lost 100%,0
01e27fdd,ONT-02858,2025-12-12 12:43:35,ERROR_Lost 100%,0
3b2c245c,ONT-01762,2025-12-12 12:43:35,ERROR_Lost 100%,0
2e2c5957,AGG-011,2025-12-12 12:43:35,Link Down,0
0811dd5f,ONT-01561,2025-12-12 12:43:35,ERROR_Lost 100%,0
4c734c23,ONT-01742,2025-12-12 12:43:36,ERROR_Lost 100%,0
a0a178ec,ONT-02015,2025-12-12 12:43:36,ERROR_Lost 100%,0
cac817cd,ONT-02049,2025-12-12 12:43:36,ERROR_Lost 100%,0
27a23000,ONT-02590,2025-12-12 12:43:37,ERROR_Lost 100%,0
ca3518c4,ONT-00698,2025-12-12 12:43:37,ERROR_Lost 100%,0
f9ff9f19,ONT-00930,2025-12-12 12:43:37,ERROR_Lost 100%,0
de57f349,ONT-02558,2025-12-12 12:43:37,ERROR_Lost 100%,0
df738c43,ONT-02658,2025-12-12 12:43:37,ERROR_Lost 100%,0
2442570c,ONT-01729,2025-12-12 12:43:38,ERROR_Lost 100%,0
83dde38e,ONT-01875,2025-12-12 12:43:38,ERROR_Lost 100%,0
560cc0fa,ONT-02907,2025-12-12 12:43:38,ERROR_Lost 100%,0
39cbc675,ONT-00629,2025-12-12 12:43:39,ERROR_Lost 100%,0
de99ec08,ONT-00716,2025-12-12 12:43:39,ERROR_Lost 100%,0
5d18a8b3,ONT-01344,2025-12-12 12:43:39,ERROR_Lost 100%,0
1564c72d,ONT-02661,2025-12-12 12:43:39,ERROR_Lost 100%,0
9e27a368,ONT-01306,2025-12-12 12:43:40,ERROR_Lost 100%,0
a518f6a7,ONT-00863,2025-12-12 12:43:40,ERROR_Lost 100%,0
6fc8a96f,ONT-02508,2025-12-12 12:43:40,ERROR_Lost 100%,0
93772724,ONT-01930,2025-12-12 12:43:40,ERROR_Lost 100%,0
9daeee3d,ONT-00213,2025-12-12 12:43:40,ERROR_Lost 100%,0
34875bd9,ONT-02851,2025-12-12 12:43:41,ERROR_Lost 100%,0
5753cccf,ONT-01439,2025-12-12 12:43:41,ERROR_Lost 100%,0
7b39a886,ONT-02756,2025-12-12 12:43:41,ERROR_Lost 100%,0
0f5dd61d,ONT-02474,2025-12-12 12:43:42,ERROR_Lost 100%,0
d66d0d30,ONT-01351,2025-12-12 12:43:43,ERROR_Lost 100%,0
263aae29,ONT-00064,2025-12-12 12:43:43,ERROR_Lost 100%,0
d875f2c3,ONT-01811,2025-12-12 12:43:43,ERROR_Lost 100%,0
1c49582a,ONT-01641,2025-12-12 12:43:44,ERROR_Lost 100%,0
ce5d1314,ONT-00691,2025-12-12 12:43:44,ERROR_Lost 100%,0
9036131b,ONT-00604,2025-12-12 12:43:44,ERROR_Lost 100%,0
a6de4e5c,ONT-00400,2025-12-12 12:43:44,ERROR_Lost 100%,0
12b840c0,ONT-01420,2025-12-12 12:43:44,ERROR_Lost 100%,0
6214787a,ONT-01068,2025-12-12 12:43:45,ERROR_Lost 100%,0
29020c23,ONT-02155,2025-12-12 12:43:45,ERROR_Lost 100%,0
009d4e89,ACCESS-0084,2025-12-12 12:43:45,Link Down,0
33a90752,ONT-01531,2025-12-12 12:43:46,ERROR_Lost 100%,0
4d7ae9ee,ONT-02010,2025-12-12 12:43:46,ERROR_Lost 100%,0
254fa046,ONT-01900,2025-12-12 12:43:46,ERROR_Lost 100%,0
d0f425cd,ONT-01353,2025-12-12 12:43:47,ERROR_Lost 100%,0
eb59f7fe,ONT-02897,2025-12-12 12:43:48,ERROR_Lost 100%,0
a196ff54,ONT-02048,2025-12-12 12:43:48,ERROR_Lost 100%,0
2a3e2723,ONT-00350,2025-12-12 12:43:48,ERROR_Lost 100%,0
a7ecfe89,ONT-02920,2025-12-12 12:43:48,ERROR_Lost 100%,0
6e3aa02c,ONT-00039,2025-12-12 12:43:48,ERROR_Lost 100%,0
75e04b73,ONT-02554,2025-12-12 12:43:49,ERROR_Lost 100%,0
f9e86caa,ONT-00192,2025-12-12 12:43:49,ERROR_Lost 100%,0
60533add,ONT-02169,2025-12-12 12:43:49,ERROR_Lost 100%,0
69824b4b,ONT-02587,2025-12-12 12:43:51,ERROR_Lost 100%,0
9fcdd760,ONT-00923,2025-12-12 12:43:51,ERROR_Lost 100%,0
2e3bc57f,ONT-01377,2025-12-12 12:43:52,ERROR_Lost 100%,0
c8d80867,ONT-00303,2025-12-12 12:43:52,ERROR_Lost 100%,0
862d0d64,ONT-01000,2025-12-12 12:43:52,ERROR_Lost 100%,0
9c4c7e6d,ONT-00302,2025-12-12 12:43:53,ERROR_Lost 100%,0
4f0a7fcd,ONT-01806,2025-12-12 12:43:54,ERROR_Lost 100%,0
18004602,ONT-00676,2025-12-12 12:43:55,ERROR_Lost 100%,0
6f2b98b5,ONT-00784,2025-12-12 12:43:55,ERROR_Lost 100%,0
0f128e80,ONT-02625,2025-12-12 12:43:57,ERROR_Lost 100%,0
42793165,ONT-00591,2025-12-12 12:43:57,ERROR_Lost 100%,0
64270f8a,ONT-02729,2025-12-12 12:43:57,ERROR_Lost 100%,0
c575373e,ONT-01136,2025-12-12 12:43:57,ERROR_Lost 100%,0
b5c21814,ONT-01475,2025-12-12 12:43:58,ERROR_Lost 100%,0
3aabca59,ONT-01318,2025-12-12 12:43:58,ERROR_Lost 100%,0
27b3ac16,ACCESS-0085,2025-12-12 12:43:58,Link Down,0
3eee1e47,ONT-02782,2025-12-12 12:43:58,ERROR_Lost 100%,0
86c60709,ONT-02264,2025-12-12 12:43:58,ERROR_Lost 100%,0
30a956bc,ONT-02525,2025-12-12 12:43:59,ERROR_Lost 100%,0
ac1c2e8e,ONT-00974,2025-12-12 12:43:59,ERROR_Lost 100%,0
74db6f17,ONT-02331,2025-12-12 12:44:00,ERROR_Lost 100%,0
f32d6657,ONT-02179,2025-12-12 12:44:00,Thay đổi mật khẩu wifi,0
07b67856,ONT-01290,2025-12-12 12:44:00,ERROR_Lost 100%,0
88ea2ba0,ONT-02001,2025-12-12 12:44:00,Thay đổi mật khẩu wifi,0
c3504dae,ONT-02929,2025-12-12 12:44:00,ERROR_Lost 100%,0
e4d0a52e,ONT-00766,2025-12-12 12:44:01,ERROR_Lost 100%,0
6bfe3efd,ONT-01535,2025-12-12 12:44:01,ERROR_Lost 100%,0
d69f20ab,ONT-01441,2025-12-12 12:44:02,ERROR_Lost 100%,0
62d9c606,ONT-02864,2025-12-12 12:44:02,ERROR_Lost 100%,0
c9a72660,ONT-02758,2025-12-12 12:44:02,ERROR_Lost 100%,0
b44d971a,ONT-02047,2025-12-12 12:44:02,ERROR_Lost 100%,0
f47facb6,ONT-02778,2025-12-12 12:44:03,ERROR_Lost 100%,0
f353870d,ONT-00402,2025-12-12 12:44:04,ERROR_Lost 100%,0
6a9d43e3,ONT-02492,2025-12-12 12:44:04,ERROR_Lost 100%,0
3bc33879,ONT-01560,2025-12-12 12:44:04,ERROR_Lost 100%,0
4d0b38fc,ONT-02268,2025-12-12 12:44:05,ERROR_Lost 100%,0
52d0abce,ONT-00503,2025-12-12 12:44:05,ERROR_Lost 100%,0
2e5de132,ACCESS-0036,2025-12-12 12:44:05,Link Down,0
44fcff64,ONT-02348,2025-12-12 12:44:06,ERROR_Lost 100%,0
71de00c5,ONT-00566,2025-12-12 12:44:06,ERROR_Lost 100%,0
0ebc7422,ONT-01117,2025-12-12 12:44:07,ERROR_Lost 100%,0
e1c2d695,ONT-00451,2025-12-12 12:44:07,ERROR_Lost 100%,0
ded72bb1,ONT-00434,2025-12-12 12:44:07,ERROR_Lost 100%,0
cbdcb2de,ONT-01041,2025-12-12 12:44:07,ERROR_Lost 100%,0
5780c849,ONT-01759,2025-12-12 12:44:07,ERROR_Lost 100%,0
4786d3bf,ONT-01677,2025-12-12 12:44:08,ERROR_Lost 100%,0
95e38118,ONT-02753,2025-12-12 12:44:08,ERROR_Lost 100%,0
cb6fd4b4,ONT-00889,2025-12-12 12:44:08,ERROR_Lost 100%,0
2262dda6,ONT-02161,2025-12-12 12:44:08,ERROR_Lost 100%,0
cea3d5d1,ONT-02230,2025-12-12 12:44:09,ERROR_Lost 100%,0
07f8375a,ONT-02559,2025-12-12 12:44:10,ERROR_Lost 100%,0
93cbb10b,ONT-00782,2025-12-12 12:44:11,ERROR_Lost 100%,0
f6bd6400,AGG-005,2025-12-12 12:44:11,Link Down,0
2fc09538,ONT-01400,2025-12-12 12:44:12,ERROR_Lost 100%,0
6f8855c6,ONT-02254,2025-12-12 12:44:12,ERROR_Lost 100%,0
cee7c85a,ONT-02237,2025-12-12 12:44:13,ERROR_Lost 100%,0
bef8bd50,ONT-00824,2025-12-12 12:44:13,ERROR_Lost 100%,0
afd8035b,ONT-01437,2025-12-12 12:44:13,ERROR_Lost 100%,0
44b38909,ONT-01587,2025-12-12 12:44:13,ERROR_Lost 100%,0
655c9c77,ONT-00815,2025-12-12 12:44:14,ERROR_Lost 100%,0
29ceb7cb,ONT-02388,2025-12-12 12:44:14,ERROR_Lost 100%,0
4f1f0698,ONT-00739,2025-12-12 12:44:14,ERROR_Lost 100%,0
c9de06ec,ONT-02206,2025-12-12 12:44:14,ERROR_Lost 100%,0
769e3ba8,ONT-01952,2025-12-12 12:44:14,ERROR_Lost 100%,0
ff521883,ONT-02405,2025-12-12 12:44:15,ERROR_Lost 100%,0
e3304ad2,ONT-01269,2025-12-12 12:44:15,ERROR_Lost 100%,0
97dee13a,ONT-02516,2025-12-12 12:44:15,ERROR_Lost 100%,0
ba2b2487,ONT-02521,2025-12-12 12:44:16,ERROR_Lost 100%,0
c56f2bbd,ONT-02284,2025-12-12 12:44:16,ERROR_Lost 100%,0
f4ea70a7,ONT-02772,2025-12-12 12:44:17,ERROR_Lost 100%,0
0bd37983,ACCESS-0040,2025-12-12 12:44:17,Link Down,0
7d858ca3,ONT-01227,2025-12-12 12:44:17,ERROR_Lost 100%,0
e50e5e66,ONT-01140,2025-12-12 12:44:18,ERROR_Lost 100%,0
d96a0337,ONT-02158,2025-12-12 12:44:18,ERROR_Lost 100%,0
ad45fcdc,ONT-01100,2025-12-12 12:44:19,ERROR_Lost 100%,0
dffd62b0,ONT-00898,2025-12-12 12:44:19,ERROR_Lost 100%,0
a538e7a8,ONT-01122,2025-12-12 12:44:19,ERROR_Lost 100%,0
51302a70,ONT-00720,2025-12-12 12:44:19,ERROR_Lost 100%,0
61d74588,ONT-01147,2025-12-12 12:44:19,ERROR_Lost 100%,0
ce059c35,ONT-02203,2025-12-12 12:44:20,ERROR_Lost 100%,0
85d4e5fe,ONT-00518,2025-12-12 12:44:20,ERROR_Lost 100%,0
3b585ce0,ONT-01053,2025-12-12 12:44:21,ERROR_Lost 100%,0
f6fdcbac,ONT-01827,2025-12-12 12:44:21,ERROR_Lost 100%,0
fa8387fc,ONT-00858,2025-12-12 12:44:22,ERROR_Lost 100%,0
5553aaa3,ONT-02791,2025-12-12 12:44:22,ERROR_Lost 100%,0
f4490e85,ONT-01667,2025-12-12 12:44:23,ERROR_Lost 100%,0
aac93801,ONT-02577,2025-12-12 12:44:23,ERROR_Lost 100%,0
633ee561,ONT-01171,2025-12-12 12:44:24,ERROR_Lost 100%,0
528c636c,ONT-00536,2025-12-12 12:44:25,ERROR_Lost 100%,0
dc2f5a2b,ONT-01776,2025-12-12 12:44:25,ERROR_Lost 100%,0
a8656ce1,ONT-00382,2025-12-12 12:44:25,ERROR_Lost 100%,0
9983bb04,ONT-00175,2025-12-12 12:44:27,ERROR_Lost 100%,0
fb209e02,ONT-00912,2025-12-12 12:44:27,ERROR_Lost 100%,0
46113d10,ONT-00689,2025-12-12 12:44:28,ERROR_Lost 100%,0
98a47aac,ONT-01999,2025-12-12 12:44:29,ERROR_Lost 100%,0
d383663a,ONT-02477,2025-12-12 12:44:29,ERROR_Lost 100%,0
bc55f53a,ONT-01764,2025-12-12 12:44:29,ERROR_Lost 100%,0
c03abe5f,ONT-01402,2025-12-12 12:44:31,ERROR_Lost 100%,0
ccdf3772,ONT-01496,2025-12-12 12:44:31,ERROR_Lost 100%,0
2e5dd8d5,ONT-01011,2025-12-12 12:44:32,ERROR_Lost 100%,0
3f376062,ONT-02526,2025-12-12 12:44:32,ERROR_Lost 100%,0
6e05de45,ONT-02387,2025-12-12 12:44:32,ERROR_Lost 100%,0
a9a8328a,ONT-02485,2025-12-12 12:44:32,ERROR_Lost 100%,0
bc18afc3,ONT-01743,2025-12-12 12:44:33,ERROR_Lost 100%,0
b97bc134,ONT-02697,2025-12-12 12:44:33,ERROR_Lost 100%,0
7436bae2,ONT-01308,2025-12-12 12:44:33,ERROR_Lost 100%,0
34fa26f9,ACCESS-0095,2025-12-12 12:44:33,Link Down,0
d0cc2b57,ACCESS-0092,2025-12-12 12:44:34,Link Down,0
6aae750e,ONT-00476,2025-12-12 12:44:34,ERROR_Lost 100%,0
e1b95dfd,ONT-01635,2025-12-12 12:44:35,ERROR_Lost 100%,0
de98f3f2,ONT-00414,2025-12-12 12:44:35,ERROR_Lost 100%,0
00ef8e1b,ONT-00410,2025-12-12 12:44:36,ERROR_Lost 100%,0
96d58a91,ONT-00424,2025-12-12 12:44:36,ERROR_Lost 100%,0
dc23643b,ONT-00942,2025-12-12 12:44:37,ERROR_Lost 100%,0
fbfe55df,ONT-00254,2025-12-12 12:44:39,ERROR_Lost 100%,0
f5a5c2d0,ONT-00274,2025-12-12 12:44:39,ERROR_Lost 100%,0
40ab6be2,ONT-00611,2025-12-12 12:44:39,ERROR_Lost 100%,0
e9748655,ONT-02880,2025-12-12 12:44:39,ERROR_Lost 100%,0
58301089,ONT-01301,2025-12-12 12:44:40,ERROR_Lost 100%,0
d3aa129d,ONT-01787,2025-12-12 12:44:40,ERROR_Lost 100%,0
eff4e63a,ONT-00240,2025-12-12 12:44:40,ERROR_Lost 100%,0
33b4a4db,ONT-01632,2025-12-12 12:44:41,ERROR_Lost 100%,0
33297b80,ONT-01076,2025-12-12 12:44:41,ERROR_Lost 100%,0
433e68f2,ONT-02943,2025-12-12 12:44:41,ERROR_Lost 100%,0
3de521f9,ONT-02371,2025-12-12 12:44:41,ERROR_Lost 100%,0
a45041ed,ONT-00068,2025-12-12 12:44:41,ERROR_Lost 100%,0
27932741,ONT-00377,2025-12-12 12:44:41,ERROR_Lost 100%,0
4c64c828,ONT-00210,2025-12-12 12:44:41,ERROR_Lost 100%,0
77de38b8,ONT-02202,2025-12-12 12:44:42,ERROR_Lost 100%,0
9f4bddfc,ONT-02671,2025-12-12 12:44:42,ERROR_Lost 100%,0
59190904,ONT-02557,2025-12-12 12:44:42,ERROR_Lost 100%,0
c7e94452,ONT-00019,2025-12-12 12:44:43,ERROR_Lost 100%,0
fc3d291c,ONT-01291,2025-12-12 12:44:43,ERROR_Lost 100%,0
c3ad7639,ONT-01563,2025-12-12 12:44:44,ERROR_Lost 100%,0
78d3443c,ONT-02345,2025-12-12 12:44:44,ERROR_Lost 100%,0
a814595e,ONT-01489,2025-12-12 12:44:44,ERROR_Lost 100%,0
5d8afc5f,ONT-00088,2025-12-12 12:44:45,ERROR_Lost 100%,0
56ad1ae2,ONT-00674,2025-12-12 12:44:46,ERROR_Lost 100%,0
8e4c0fe2,ONT-01416,2025-12-12 12:44:47,ERROR_Lost 100%,0
5789b2c2,ONT-02969,2025-12-12 12:44:47,ERROR_Lost 100%,0
9b088d29,ONT-01948,2025-12-12 12:44:48,ERROR_Lost 100%,0
b73c8aa4,ONT-00262,2025-12-12 12:44:48,ERROR_Lost 100%,0
b3fd75dd,ONT-00368,2025-12-12 12:44:48,ERROR_Lost 100%,0
4d1634ab,ONT-02659,2025-12-12 12:44:50,ERROR_Lost 100%,0
244ee553,ONT-00169,2025-12-12 12:44:51,ERROR_Lost 100%,0
a63a4b4a,ONT-01199,2025-12-12 12:44:51,ERROR_Lost 100%,0
cf2d8aef,ONT-01090,2025-12-12 12:44:52,ERROR_Lost 100%,0
5540d033,ONT-01963,2025-12-12 12:44:53,ERROR_Lost 100%,0
efa9e342,ONT-02289,2025-12-12 12:44:54,ERROR_Lost 100%,0
c04c487d,ONT-00580,2025-12-12 12:44:54,ERROR_Lost 100%,0
c6d86178,ONT-00905,2025-12-12 12:44:54,ERROR_Lost 100%,0
0ce79e8e,ONT-00601,2025-12-12 12:44:55,ERROR_Lost 100%,0
6c4319b7,ONT-00196,2025-12-12 12:44:55,ERROR_Lost 100%,0
903d2626,ONT-01572,2025-12-12 12:44:56,ERROR_Lost 100%,0
69ccd08e,ONT-01444,2025-12-12 12:44:58,ERROR_Lost 100%,0
c477936b,ONT-00868,2025-12-12 12:44:59,ERROR_Lost 100%,0
8d89243b,ONT-01070,2025-12-12 12:44:59,ERROR_Lost 100%,0
5a1a8e3f,ONT-02596,2025-12-12 12:44:59,ERROR_Lost 100%,0
19dd020c,ONT-01177,2025-12-12 12:44:59,ERROR_Lost 100%,0
7d78bc41,ONT-00583,2025-12-12 12:45:00,ERROR_Lost 100%,0
7cf1a9a2,ONT-02993,2025-12-12 12:45:00,ERROR_Lost 100%,0
17d344c5,ONT-02344,2025-12-12 12:45:00,ERROR_Lost 100%,0
f324d2a9,ONT-00545,2025-12-12 12:45:00,ERROR_Lost 100%,0
413d1cb4,ONT-01797,2025-12-12 12:45:01,ERROR_Lost 100%,0
dd339a90,ONT-02996,2025-12-12 12:45:01,ERROR_Lost 100%,0
ae30d998,ONT-00466,2025-12-12 12:45:03,ERROR_Lost 100%,0
8a249088,ONT-02162,2025-12-12 12:45:03,ERROR_Lost 100%,0
77d3210a,ONT-00654,2025-12-12 12:45:04,ERROR_Lost 100%,0
422ac7d6,ONT-00881,2025-12-12 12:45:04,ERROR_Lost 100%,0
07df0278,ONT-02537,2025-12-12 12:45:05,ERROR_Lost 100%,0
da9a2ee3,ONT-02431,2025-12-12 12:45:05,ERROR_Lost 100%,0
0b752494,ONT-01629,2025-12-12 12:45:06,ERROR_Lost 100%,0
62efb05a,ONT-00696,2025-12-12 12:45:07,ERROR_Lost 100%,0
2c34e4e4,ONT-00822,2025-12-12 12:45:07,ERROR_Lost 100%,0
a5c2859f,ONT-00035,2025-12-12 12:45:07,ERROR_Lost 100%,0
cf3ad4ed,ONT-02792,2025-12-12 12:45:08,ERROR_Lost 100%,0
da2939b0,ONT-01096,2025-12-12 12:45:08,ERROR_Lost 100%,0
04c11647,ONT-00351,2025-12-12 12:45:08,ERROR_Lost 100%,0
b3d04a37,ONT-02891,2025-12-12 12:45:08,ERROR_Lost 100%,0
5b122c12,ONT-01960,2025-12-12 12:45:08,ERROR_Lost 100%,0
2c82ee3c,ONT-02722,2025-12-12 12:45:09,ERROR_Lost 100%,0
78fa394a,ONT-02236,2025-12-12 12:45:10,ERROR_Lost 100%,0
066df345,ONT-00741,2025-12-12 12:45:12,ERROR_Lost 100%,0
0deac464,ONT-00289,2025-12-12 12:45:12,ERROR_Lost 100%,0
9ef6926b,ONT-00920,2025-12-12 12:45:12,ERROR_Lost 100%,0
b0a1f378,ONT-02150,2025-12-12 12:45:13,ERROR_Lost 100%,0
43c5e72e,ONT-01055,2025-12-12 12:45:14,ERROR_Lost 100%,0
c9595df9,ONT-01007,2025-12-12 12:45:14,ERROR_Lost 100%,0
f778739c,ONT-02904,2025-12-12 12:45:15,ERROR_Lost 100%,0
97f7a432,ONT-01589,2025-12-12 12:45:15,ERROR_Lost 100%,0
2c20fbe2,ONT-00392,2025-12-12 12:45:15,ERROR_Lost 100%,0
9eac9358,ONT-01661,2025-12-12 12:45:15,ERROR_Lost 100%,0
24c4bc9b,ONT-02651,2025-12-12 12:45:15,ERROR_Lost 100%,0
52ea4124,ONT-02140,2025-12-12 12:45:16,ERROR_Lost 100%,0
0ab5ae8a,ONT-02552,2025-12-12 12:45:17,ERROR_Lost 100%,0
94c7bcdd,ONT-00844,2025-12-12 12:45:18,ERROR_Lost 100%,0
e9a7c583,ONT-02400,2025-12-12 12:45:18,ERROR_Lost 100%,0
50930031,ONT-01780,2025-12-12 12:45:18,ERROR_Lost 100%,0
